playerId,Name,Sex,Equipment,Age,BodyweightKg,BestSquatKg,BestDeadliftKg,BestBenchKg
19391.0,Carlos Ceron,Male,Raw,23.0,87.3,205.0,235.0,125.0
15978.0,Tito Herrera,Male,Wraps,23.0,73.48,220.0,260.0,157.5
27209.0,Levi Lehman,Male,Raw,26.0,112.4,142.5,220.0,145.0
27496.0,Stacy Hayford,Female,Raw,35.0,59.42,95.0,102.5,60.0
20293.0,Brittany Hirt,Female,Raw,26.5,61.4,105.0,127.5,60.0
25176.0,Zoran Jankovski,Male,Wraps,23.0,113.5,260.0,285.0,160.0
128.0,Mitchell Hayes,Male,Raw,22.5,90.55,162.5,200.0,107.5
28187.0,John Gibson,Male,Raw,24.0,100.0,200.0,227.5,180.0
8022.0,Sakiko Ito,Female,Single-ply,19.5,51.2,115.0,127.5,62.5
22487.0,Lorrie Bosen,Female,Raw,54.0,65.25,72.5,115.0,55.0
22170.0,Joe Kiser,Male,Wraps,28.0,73.0,157.5,205.0,105.0
23134.0,Eric Loyola,Male,Raw,47.0,88.0,220.0,207.5,132.5
2669.0,Hevher Mendez,Male,Raw,24.5,79.1,172.5,210.0,105.0
11339.0,Christopher Richards,Male,Wraps,25.0,82.5,183.7,226.8,111.13
18805.0,Jamey Grotjahn,Male,Raw,42.5,174.25,292.5,322.5,250.0
19429.0,Samyra Abweh,Female,Raw,17.0,47.5,90.0,135.0,77.5
13458.0,Roque Domingues,Male,Wraps,27.0,89.6,215.0,235.0,130.0
25933.0,Jessica Royse,Female,Raw,37.5,106.2,102.5,140.0,60.0
24717.0,Geoffery Bennett,Male,Raw,38.0,81.8,190.0,237.5,122.5
22540.0,Amber Damian,Female,Raw,27.5,67.1,122.5,155.0,92.5
11734.0,Julio Serrano,Male,Wraps,25.0,99.0,310.0,350.0,172.5
17062.0,Lauryn Cudworth,Female,Raw,19.5,58.6,110.0,157.5,52.5
17970.0,Emily Rodriguez,Female,Raw,18.5,46.7,85.0,115.0,45.0
10792.0,Katerina Skudrikova,Female,Raw,18.5,81.5,110.0,135.0,67.5
13077.0,Andres Cuadros,Male,Raw,20.0,91.99,197.5,235.0,117.5
13209.0,Jessica Thornton,Female,Single-ply,15.0,66.2,105.0,122.5,65.0
11037.0,Dan Wyman,Male,Wraps,47.0,98.66,204.12,204.12,106.59
10818.0,Alastair MacNicol,Male,Raw,29.0,99.4,292.5,342.5,185.0
13014.0,Florian Loock,Male,Raw,33.5,105.0,250.0,280.0,212.5
5151.0,Heidi Colvin,Female,Single-ply,17.5,80.3,167.5,152.5,70.0
27078.0,Emily Boudreau,Female,Wraps,20.0,61.7,97.5,125.0,55.0
20174.0,Yi Chen,Female,Wraps,54.0,54.43,82.5,90.0,40.0
28349.0,Justin Dela Cruz,Male,Raw,17.5,58.0,97.5,135.0,65.0
14634.0,Eulicez Gonzalez,Male,Raw,18.5,57.4,142.5,182.5,107.5
26186.0,Caitlyn Cooper,Female,Single-ply,18.5,65.1,145.0,135.0,75.0
3544.0,Geoffrey Stanford,Male,Wraps,24.0,109.0,320.0,320.0,185.0
18886.0,Sheena Hodges,Female,Raw,31.0,73.7,142.5,152.5,80.0
15238.0,Rebekah Shirley,Female,Raw,20.0,54.0,92.5,127.5,45.0
7097.0,Justin Bennett,Male,Wraps,26.0,108.8,255.0,302.5,193.0
27459.0,Darrell Brassell,Male,Wraps,22.0,80.74,265.35,278.96,192.78
21454.0,Curt Shaver,Male,Wraps,48.0,95.2,180.0,255.0,167.5
13940.0,Leland Tien,Male,Wraps,30.5,133.58,283.5,317.51,244.94
3187.0,Aleksandr Kapturov,Male,Raw,21.5,73.2,242.5,257.5,130.0
8550.0,Fulton White,Male,Single-ply,52.0,73.94,205.0,235.0,145.0
2184.0,Nathan Morace,Male,Raw,22.0,79.06,220.0,227.5,142.5
3487.0,Doug Owen,Male,Wraps,18.0,107.23,225.0,267.5,152.5
5945.0,Tanner Madison,Male,Wraps,16.0,56.0,160.0,167.5,115.0
20664.0,Sarah Horrox,Female,Raw,20.5,83.9,145.0,160.0,82.5
26343.0,Mehar Bhogal,Male,Single-ply,19.5,82.0,225.0,227.5,160.0
4073.0,David Herrera,Male,Raw,30.0,81.1,275.0,322.5,175.0
6162.0,Vincent Casenove,Male,Single-ply,43.5,72.74,220.0,230.0,147.5
23034.0,Cindy Meeker,Female,Wraps,53.0,66.45,85.0,115.0,52.5
9651.0,Sean Cox,Male,Raw,23.5,112.6,235.0,282.5,147.5
6242.0,Lynsey Johnson,Female,Wraps,26.0,51.35,97.52,115.67,68.04
28845.0,Kylie Podeswa,Female,Raw,17.5,61.8,110.0,115.0,57.5
2045.0,Harri Hagfors,Male,Single-ply,55.5,92.18,252.5,265.0,177.5
2293.0,Cat Dupuis,Female,Raw,35.0,82.2,140.0,165.0,92.5
20774.0,Richard Loza,Male,Wraps,33.0,105.7,232.5,272.5,157.5
19406.0,Andrew Ronayne,Male,Wraps,44.0,92.35,175.0,182.5,117.5
5833.0,Matt Livesay,Male,Wraps,40.0,106.59,192.78,163.29,142.88
4770.0,Grady Gulbrandson,Male,Single-ply,16.5,88.95,170.0,232.5,120.0
17711.0,Harby Limon,Male,Raw,38.0,135.17,220.0,250.0,197.5
22489.0,Dillon Smith,Male,Wraps,24.0,85.0,240.0,227.5,160.0
16467.0,Cara Westin,Female,Single-ply,45.0,68.4,170.0,167.5,122.5
9409.0,Marianne Kosonen,Female,Multi-ply,24.0,47.63,222.5,165.0,122.5
7859.0,Ryan Hammons,Male,Raw,21.0,74.07,197.5,227.5,147.5
29807.0,April Ritenour,Female,Raw,23.5,71.9,142.5,142.5,70.0
6053.0,William Ha,Male,Raw,30.0,99.0,235.0,260.0,157.5
21349.0,Robb Grisham,Male,Single-ply,,111.6,160.0,155.0,82.5
11862.0,Magdalena Bialek,Female,Single-ply,21.5,82.9,227.5,202.5,115.0
17023.0,Sam Hardy,Male,Wraps,25.0,109.15,267.5,285.0,170.0
21958.0,Bill Newman,Male,Single-ply,26.0,123.83,342.5,295.0,247.5
25613.0,Kenneth Cameron,Male,Raw,38.0,108.41,225.0,277.5,157.5
20773.0,Phanetavanh Outhavong,Female,Raw,34.5,70.93,140.0,157.5,75.0
3091.0,Micheal Seay,Male,Raw,20.5,73.0,232.5,260.0,150.0
22733.0,Pam Windrum,Female,Single-ply,27.5,94.9,180.0,160.0,105.0
18874.0,Gerald Dionio,Male,Raw,21.0,58.0,177.5,232.5,137.5
21407.0,Joe Reinicke,Male,Single-ply,17.5,78.38,222.3,229.1,120.2
29380.0,Anna Fetter,Female,Raw,26.0,96.7,72.5,105.0,50.0
2178.0,Steve Stout,Male,Single-ply,53.5,92.2,197.5,245.0,172.5
3331.0,Christian Fisher,Male,Multi-ply,35.5,104.1,297.1,249.48,213.19
17834.0,Susan Bartley,Female,Single-ply,40.0,80.0,137.5,167.5,85.0
12170.0,Chris Kessler,Male,Wraps,31.0,89.81,182.5,207.5,115.0
2783.0,Max Bristow,Male,Single-ply,69.5,65.3,155.0,215.0,87.5
6100.0,Rachel Opio,Female,Raw,31.5,76.1,105.0,132.5,52.5
13413.0,Tracee Patterson,Female,Raw,37.0,81.6,115.0,172.5,80.0
24450.0,Samantha Thomasson,Female,Raw,17.5,62.5,130.0,137.5,88.0
14522.0,Brittani Stephan,Female,Wraps,20.0,88.6,105.0,117.5,55.0
23362.0,Wynter Addams,Female,Wraps,19.0,67.2,212.5,190.0,112.5
27621.0,Michael Howell,Male,Raw,29.0,120.97,295.0,335.0,192.5
5376.0,Courtney Hart,Male,Wraps,41.0,107.0,295.0,265.0,187.5
25539.0,Jeffrey Johnstone,Male,Raw,31.5,76.3,155.0,215.0,90.0
7654.0,Shayle Dudash Williams,Female,Raw,40.0,65.2,115.0,137.5,62.5
22522.0,Charmane Smith,Female,Raw,30.5,101.1,135.0,182.5,75.0
11462.0,Haylee Lindquist,Female,Raw,26.0,51.7,102..5,100.0,52.5
19770.0,Lachlan Rickards,Male,Raw,21.5,86.9,210.0,230.0,127.5
25248.0,TJ Gerking,Male,Raw,22.0,87.4,222.5,260.0,130.0
12831.0,Leslie Nelson,Male,Single-ply,25.0,73.14,114.99,172.48,92.42
20853.0,Nate Wagoner,Male,Wraps,24.0,85.9,227.5,255.0,155.0
4909.0,Rex Reguindin,Male,Raw,20.0,88.8,220.0,245.0,142.5
29636.0,Robert Currie,Male,Raw,23.0,95.44,205.0,272.5,142.5
5412.0,Bart Moffitt,Male,Raw,26.0,98.5,182.5,195.0,130.0
29146.0,Andrew King,Male,Wraps,19.0,147.05,295.02,272.52,227.52
11417.0,Sam Bowles,Male,Wraps,22.0,67.22,149.69,204.12,108.86
27984.0,Theresa Hayes,Female,Raw,32.0,96.52,130.0,142.5,75.0
17893.0,Marcus Midkiff,Male,Wraps,31.0,74.57,167.83,231.33,122.47
29186.0,William Moore,Male,Wraps,35.0,78.02,165.56,206.38,111.13
9806.0,Chiaki Takada,Female,Raw,50.5,46.3,77.5,105.0,50.0
4230.0,Don McKinney,Male,Raw,54.5,120.1,230.0,245.0,167.5
18242.0,Stephanie Cantrell,Female,Raw,39.0,82.9,135.0,177.5,65.0
7019.0,Corey Fleagle,Male,Wraps,31.0,89.3,247.5,297.5,167.5
