BodyweightKg,BestSquatKg,BestDeadliftKg,RelativeSquatStrength,RelativeDeadliftStrength,Equipment_Index,Equipment_Raw,Equipment_Single-ply,Equipment_Wraps,Sex_M
0.08164265670954256,0.37321663898161106,0.5449129450422525,0.4096299790230587,0.5346832561921556,-0.6554153528066575,0.7344821566558811,-0.37379326028595633,-0.5152511649408302,0.6927592896553647
-0.520296996760097,0.5898381650924555,0.9470362524965772,1.4697692701086538,2.013377053003614,0.6319833343733288,-1.3615034632740832,-0.37379326028595633,1.9408010462525342,0.6927592896553647
1.174890507801291,-0.5293730531469075,0.30363896056965767,-1.364029830499058,-0.7484744601686737,-0.6554153528066575,0.7344821566558811,-0.37379326028595633,-0.5152511649408302,0.6927592896553647
-1.1326900161365903,-1.2153412191645816,-1.5863405844656684,-0.8206614642846757,-1.1542357807680301,-0.6554153528066575,0.7344821566558811,-0.37379326028595633,-0.5152511649408302,-1.4435028370351872
-1.04644974740505,-1.0709268684240185,-1.1842172770113437,-0.6379333837953575,-0.5401640520596023,-0.6554153528066575,0.7344821566558811,-0.37379326028595633,-0.5152511649408302,-1.4435028370351872
1.2228017682077021,1.1674955680547074,1.3491595599509019,0.3152767115661397,0.2187657321542883,0.6319833343733288,-1.3615034632740832,-0.37379326028595633,1.9408010462525342,0.6927592896553647
0.2231986533648486,-0.24054435166578156,-0.018059685393802098,-0.4992312046876635,-0.30927546591446636,-0.6554153528066575,0.7344821566558811,-0.37379326028595633,-0.5152511649408302,0.6927592896553647
0.6347999359472001,0.3010094636113296,0.42427595280595504,-0.1620232501838828,-0.1935046534159398,-0.6554153528066575,0.7344821566558811,-0.37379326028595633,-0.5152511649408302,0.6927592896553647
-1.490717798446318,-0.9265125176834557,-1.1842172770113437,0.24196981048059818,0.18246903282973964,1.919382021553315,-1.3615034632740832,2.675275630264141,-0.5152511649408302,-1.4435028370351872
-0.8787603359826106,-1.5402735083308483,-1.385278930738506,-1.6212433352647593,-1.088828741882332,-0.6554153528066575,0.7344821566558811,-0.37379326028595633,-0.5152511649408302,-1.4435028370351872
-0.5412037285738038,-0.312751527036063,0.06236497609706284,0.09658852859329305,0.7379282552932431,0.6319833343733288,-1.3615034632740832,-0.37379326028595633,1.9408010462525342,0.6927592896553647
0.11213164060453167,0.5898381650924555,0.1025773068424953,0.6587880476741103,-0.048598774671523494,-0.6554153528066575,0.7344821566558811,-0.37379326028595633,-0.5152511649408302,0.6927592896553647
-0.2755140117746143,-0.09613000092521859,0.1427896375879278,0.13475555030585984,0.47005149444338645,-0.6554153528066575,0.7344821566558811,-0.37379326028595633,-0.5152511649408302,0.6927592896553647
-0.1274246614275247,0.06561407190421177,0.4130165001972341,0.2100778715117406,0.634642368668587,0.6319833343733288,-1.3615034632740832,-0.37379326028595633,1.9408010462525342,0.6927592896553647
3.868810013379961,1.636842207961537,1.9523445211323889,-0.6896035391944721,-0.9345207540040695,-0.6554153528066575,0.7344821566558811,-0.37379326028595633,-0.5152511649408302,0.6927592896553647
-1.6518738561769744,-1.2875483945348631,-1.0635802847750462,-0.3348256286803026,0.7971208276616052,-0.6554153528066575,0.7344821566558811,-0.37379326028595633,-0.5152511649408302,-1.4435028370351872
0.18182074665022055,0.517630989722174,0.5449129450422525,0.49389292087228165,0.4139799233751088,0.6319833343733288,-1.3615034632740832,-0.37379326028595633,1.9408010462525342,0.6927592896553647
0.9048452218742457,-1.1070304561091593,-0.9831556232841814,-1.8608398534718948,-1.8647352589737194,-0.6554153528066575,0.7344821566558811,-0.37379326028595633,-0.5152511649408302,-1.4435028370351872
